20260716T,709.00,730.00,685.00,675.00,740.00
20260717T,685.00,705.00,710.00,730.00,660.00
20260719T,660.00,685.00,720.00,675.00,670.00
20260720T,710.00,685.00,705.00,720.00,730.00
20260721T,730.00,680.00,715.00,708.00,660.00
20260722T,695.00,680.00,709.00,730.00,720.00
20260723T,705.00,710.00,660.00,696.00,730.00
20260724T,660.00,691.00,688.00,670.00,705.00
