20260716T,705.00,705.00,705.70,704.50,20260716.00
20260717T,695.00,695.00,695.41,694.11,20260717.00
20260719T,0.00,0.00,701.93,685.27,20260719.00
20260720T,695.00,695.00,696.60,695.42,20260720.00
20260721T,710.00,710.00,711.18,708.38,20260721.00
