20260720T,373.45,368.00,370.00,356.23,20260720.00
20260721T,373.03,380.00,370.00,0.00,20260721.00
20260722T,373.60,380.00,370.00,372.99,20260722.00
20260723T,373.65,380.00,370.00,0.00,20260723.00
