20260716T,750.00,750.00,750.00,749.00,740.00
20260717T,743.00,742.00,752.33,740.00,745.00
20260719T,755.00,750.00,752.76,745.00,740.00
20260720T,742.00,742.00,750.99,740.00,750.00
20260721T,748.00,748.00,750.34,750.00,745.00
20260722T,750.00,740.00,750.99,745.00,748.00
