20260720T,375.00,380.00,400.00,350.00,360.00
20260721T,375.00,400.00,385.00,390.00,376.00
20260722T,375.00,400.00,385.00,390.00,378.00
20260723T,380.00,400.00,385.00,350.00,390.00
20260724T,375.00,371.00,350.00,380.00,400.00
