20260720T,0.00,0.00,0.00,0.00,0.00
20260721T,0.00,0.00,0.00,0.00,0.00
20260722T,0.00,0.00,0.00,0.00,0.00
20260723T,0.00,0.00,0.00,0.00,0.00
20260724T,0.00,0.00,0.00,0.00,0.00
