20260716T,700.00,695.00,690.00,710.00,680.00
20260717T,700.00,690.00,694.00,696.00,680.00
20260719T,690.00,695.00,680.00,705.00,710.00
20260720T,700.00,690.00,696.00,680.00,660.00
20260721T,710.00,690.00,705.00,720.00,695.00
20260722T,705.00,690.00,695.00,680.00,730.00
